quarter,stock,name,positive_score,negative_score,avg_confidence,weight_change
2017_Q1,2180,纳思达,0.0,0.0,0.0,0.0
2017_Q1,2179,中航光电,0.7511104279190046,0.2488895720809953,0.9694138740499816,0.48685986548662197
2017_Q1,2142,宁波银行,0.0,0.0,0.0,0.0
2017_Q1,2129,TCL中环,0.0,0.0,0.0,0.0
2017_Q1,2074,国轩高科,0.511551379705874,0.4884486202941259,0.9489103183150293,0.021922446787357486
2017_Q1,2050,三花智控,0.7743381013683087,0.2256618986316912,0.9598141089081764,0.5266271606087686
2017_Q1,2049,紫光国微,0.0,0.0,0.0,0.0
2017_Q1,2028,思源电气,0.0,0.0,0.0,0.0
2017_Q1,2027,分众传媒,0.6644049842089075,0.3355950157910925,0.94901908437411,0.3120469351609548
2017_Q1,2001,新和成,0.0,0.0,0.0,0.0
2017_Q1,1979,招商蛇口,0.7357429959208246,0.2642570040791754,0.9623761110835604,0.4537468552589416
2017_Q1,1965,招商公路,0.0,0.0,0.0,0.0
2017_Q1,1391,国货航,0.0,0.0,0.0,0.0
2017_Q1,1289,龙源电力,0.0,0.0,0.0,0.0
2017_Q1,999,华润三九,0.7369275813308994,0.2630724186691006,0.9388876656691232,0.44489676753679896
2017_Q1,983,山西焦煤,0.6493167805038408,0.3506832194961592,0.9522819817066192,0.28438335928049957
2017_Q1,977,浪潮信息,0.0,0.0,0.0,0.0
2017_Q1,975,山金国际,0.0,0.0,0.0,0.0
2017_Q1,963,华东医药,0.6852158725424835,0.3147841274575165,0.9398990230283876,0.3481684353040612
2017_Q1,938,紫光股份,0.0,0.0,0.0,0.0
2017_Q1,895,双汇发展,0.2690744832276747,0.7309255167723253,0.7717345527240208,-0.35642640079770765
2017_Q1,876,新希望,0.0,0.0,0.0,0.0
2017_Q1,858,五粮液,0.4174648468874975,0.5825351531125025,0.9082860387861728,-0.14993105456233027
2017_Q1,807,云铝股份,0.0,1.0,0.8871522545814514,-0.8871522545814514
2017_Q1,800,一汽解放,0.0,0.0,0.0,0.0
2017_Q1,792,盐湖股份,0.0,0.0,0.0,0.0
2017_Q1,786,北新建材,0.7035547834732068,0.2964452165267932,0.9599805956795102,0.3908172845840456
2017_Q1,776,广发证券,0.7692330655508612,0.2307669344491387,0.9967945859982416,0.5367401242256163
2017_Q1,768,中航西飞,0.6731114302986247,0.3268885697013752,0.9867270163127354,0.3416274502163842
2017_Q1,725,京东方A,0.0,0.0,0.0,0.0
2017_Q1,708,中信特钢,0.0,0.0,0.0,0.0
2017_Q1,661,长春高新,0.663279725728391,0.336720274271609,0.9489319706862828,0.30988270381711563
2017_Q1,651,格力电器,0.6107009502138565,0.3892990497861435,0.9096670269966124,0.2014020085334777
2017_Q1,630,铜陵有色,0.0,0.0,0.0,0.0
2017_Q1,625,长安汽车,0.6978403594662427,0.3021596405337573,0.9804768149669354,0.3879557710427504
2017_Q1,617,中油资本,0.0,0.0,0.0,0.0
2017_Q1,596,古井贡酒,0.0,0.0,0.0,0.0
2017_Q1,568,泸州老窖,0.0,0.0,0.0,0.0
2017_Q1,538,云南白药,0.0,0.0,0.0,0.0
2017_Q1,425,徐工机械,0.9110255480513948,0.0889744519486053,0.9728166201840276,0.7997049689292909
2017_Q1,408,藏格矿业,0.0,0.0,0.0,0.0
2017_Q1,338,潍柴动力,0.7516897459163759,0.248310254083624,0.9450487419962884,0.4757181555032731
2017_Q1,333,美的集团,0.7625797779810872,0.2374202220189127,0.9806403789831244,0.5149926659853562
2017_Q1,301,东方盛虹,0.0,0.0,0.0,0.0
2017_Q1,166,申万宏源,0.0,0.0,0.0,0.0
2017_Q1,157,中联重科,0.6586154681560779,0.3413845318439221,0.9604543447494508,0.30468583106994634
2017_Q1,100,TCL科技,0.0,0.0,0.0,0.0
2017_Q1,63,中兴通讯,0.5683319652579187,0.4316680347420812,0.9467037916183472,0.12938026119680973
2017_Q1,2,万科A,0.5742014475394679,0.4257985524605321,0.9647254527561248,0.143168050145346
2017_Q1,1,平安银行,0.5791595910865479,0.4208404089134521,0.9014618626007668,0.14271870484718907
2017_Q2,688981,中芯国际,0.6594547412511714,0.3405452587488285,0.9496831482995952,0.3028629613654197
2017_Q2,688599,天合光能,0.0,0.0,0.0,0.0
2017_Q2,688506,百利天恒,0.0,0.0,0.0,0.0
2017_Q2,688472,阿特斯,0.0,0.0,0.0,0.0
2017_Q2,688396,华润微,0.0,0.0,0.0,0.0
2017_Q2,688303,大全能源,0.0,0.0,0.0,0.0
2017_Q2,688271,联影医疗,0.0,0.0,0.0,0.0
2017_Q2,688256,寒武纪,0.0,0.0,0.0,0.0
2017_Q2,688223,晶科能源,0.0,0.0,0.0,0.0
2017_Q2,688187,时代电气,0.0,0.0,0.0,0.0
2017_Q2,688169,石头科技,0.0,0.0,0.0,0.0
2017_Q2,688126,沪硅产业,0.0,0.0,0.0,0.0
2017_Q2,688111,金山办公,0.0,0.0,0.0,0.0
2017_Q2,688082,盛美上海,0.0,0.0,0.0,0.0
2017_Q2,688047,龙芯中科,0.0,0.0,0.0,0.0
2017_Q2,688041,海光信息,0.0,0.0,0.0,0.0
2017_Q2,688036,传音控股,0.0,0.0,0.0,0.0
2017_Q2,688012,中微公司,0.0,0.0,0.0,0.0
2017_Q2,688009,中国通号,0.0,0.0,0.0,0.0
2017_Q2,688008,澜起科技,0.0,0.0,0.0,0.0
2017_Q2,605499,东鹏饮料,0.0,0.0,0.0,0.0
2017_Q2,605117,德业股份,0.0,0.0,0.0,0.0
2017_Q2,603993,洛阳钼业,0.2997332529925727,0.7002667470074273,0.9882080554962158,-0.39581042528152466
2017_Q2,603986,兆易创新,0.0,0.0,0.0,0.0
2017_Q2,603833,欧派家居,0.6740211339791903,0.3259788660208097,0.9742418555986314,0.3390773449625288
2017_Q2,603806,福斯特,0.0,0.0,0.0,0.0
2017_Q2,603799,华友钴业,0.0,0.0,0.0,0.0
2017_Q2,603501,豪威集团,0.0,0.0,0.0,0.0
2017_Q2,603392,万泰生物,0.0,0.0,0.0,0.0
2017_Q2,603369,今世缘,0.0,0.0,0.0,0.0
2017_Q2,603296,华勤技术,0.0,0.0,0.0,0.0
2017_Q2,603288,海天味业,0.5439387882101795,0.4560612117898205,0.9504822926087813,0.08352608030492618
2017_Q2,603260,合盛硅业,0.0,0.0,0.0,0.0
2017_Q2,603259,药明康德,0.0,0.0,0.0,0.0
2017_Q2,603195,公牛集团,0.0,0.0,0.0,0.0
2017_Q2,603019,中科曙光,0.8261009976161022,0.1738990023838977,0.9892077305737664,0.6451632555793315
2017_Q2,601998,中信银行,0.0,0.0,0.0,0.0
2017_Q2,601995,中金公司,0.0,0.0,0.0,0.0
2017_Q2,601988,中国银行,0.1319532527937864,0.8680467472062136,0.9395209699869156,-0.6915752738714217
2017_Q2,601985,中国核电,0.7573628239316375,0.2426371760683625,0.9027798542609582,0.4646839453623846
2017_Q2,601939,建设银行,0.5004953783938605,0.4995046216061395,0.9828156530857086,0.0009737312793730948
2017_Q2,601919,中远海控,0.0,0.0,0.0,0.0
2017_Q2,601916,浙商银行,0.0,0.0,0.0,0.0
2017_Q2,601901,方正证券,0.8451223317534363,0.1548776682465636,0.9735200504461924,0.6719670196374259
2017_Q2,601899,紫金矿业,0.0,0.0,0.0,0.0
2017_Q2,601898,中煤能源,0.2509811123325258,0.7490188876674742,0.9817275255918504,-0.48893739283084875
2017_Q2,601888,中国中免,0.7361795533555816,0.2638204466444184,0.9810181935628256,0.4633928775787353
2017_Q2,601881,中国银河,0.0,0.0,0.0,0.0
2017_Q2,601878,浙商证券,0.0,0.0,0.0,0.0
2017_Q2,601877,正泰电器,0.0,0.0,0.0,0.0
2017_Q2,601872,招商轮船,0.5134605923535078,0.4865394076464922,0.9690623597094888,0.026088306778355594
2017_Q2,601868,中国能建,0.0,0.0,0.0,0.0
2017_Q2,601865,福莱特,0.0,0.0,0.0,0.0
2017_Q2,601857,中国石油,0.2253177761792587,0.7746822238207414,0.9017132669687272,-0.4953692108392717
